,address,propery_type,rooms,floor,square_foot,price,sector,block,property,day,month,year
18861,הצופים 14,3,4.0,9,94.76,925000,3939,435,36,11,10,2000
18865,תנועות הנוער 9,1,4.0,1,96.15,1650000,3939,445,2,31,07,2015
18866,תנועות הנוער 9,1,4.0,1,96.15,893000,3939,445,2,07,01,2008
18867,תנועות הנוער 9,1,4.0,1,96.15,697000,3939,445,2,24,07,2000
18868,השומר 4,1,4.0,3,78.28,1420000,3930,389,12,31,07,2015
18869,השומר 4,1,4.0,3,78.28,1050000,3930,389,12,17,08,2010
18873,"בית""ר 13",1,4.0,1,85.59,1270000,3928,771,21,29,07,2015
18874,"בית""ר 13",1,4.0,1,85.59,900000,3928,771,21,18,05,2009
18878,בשארי סעדיה ויוסף 6,1,4.0,2,102.83,2060000,7374,130,9,28,07,2015
18879,בשארי סעדיה ויוסף 6,1,4.0,2,102.83,1200000,7374,130,9,23,12,2009
18881,הגלים 4,1,4.0,5,77.2,1430000,6823,184,18,27,07,2015
18882,הגלים 4,1,4.0,5,77.2,695000,6823,184,18,30,01,2005
18885,חיל השריון 13,1,4.0,1,95.0,1710000,2717,14,2,27,07,2015
18886,חיל השריון 13,1,4.0,1,95.0,1460000,2717,14,2,08,03,2011
18892,גיבשטיין יהושע 3,1,4.0,9,81.46,1465000,6288,106,35,22,07,2015
18893,גיבשטיין יהושע 3,1,4.0,9,81.46,764000,6288,106,35,28,07,2004
18894,גיבשטיין יהושע 3,1,4.0,9,81.46,729000,6288,106,35,15,08,1999
18898,אושה 16,1,4.0,2,88.0,1575000,5387,72,13,16,07,2015
18899,אושה 16,1,4.0,2,88.0,848000,5387,72,13,08,04,2004
18901,העסיס 26,1,4.0,1,88.6,1537000,5038,9,53,15,07,2015
18902,העסיס 26,1,4.0,1,88.6,694000,5038,9,53,05,06,2000
18904,יהודה הלוי 12,1,4.0,3,72.13,1350000,3932,168,7,14,07,2015
18905,יהודה הלוי 12,1,4.0,3,72.13,600000,3932,168,7,07,06,2007
18906, ,3,4.0,6,82.8,1850000,6287,292,18,13,07,2015
18907, ,3,4.0,6,82.8,847000,6287,292,18,28,01,2007
18908,קורצ'ק יאנוש 8,1,4.0,5,79.1,1300000,7282,313,18,12,07,2015
18909,קורצ'ק יאנוש 8,1,4.0,5,79.1,970000,7282,313,18,17,04,2012
18916,אנילביץ 19,1,4.0,1,70.0,1000000,7282,54,2,10,07,2015
18917,אנילביץ 19,1,4.0,1,70.0,530000,7282,54,2,20,10,2009
18918,התזמורת 6,1,4.0,3,87.99,1725000,5182,24,12,10,07,2015
18919,התזמורת 6,1,4.0,3,87.99,1190000,5182,24,12,11,03,2009
18921,האיריס 6,1,4.0,7,83.0,1299000,5036,115,30,09,07,2015
18922,האיריס 6,1,4.0,7,83.0,584000,5036,115,30,20,05,1998
18923,הגדוד העברי 56,1,4.0,5,96.05,1335000,3929,820,32,09,07,2015
18924,הגדוד העברי 56,1,4.0,5,96.05,990000,3929,820,32,01,02,2011
18925,הצופים 8,1,4.0,5,95.86,1700000,3939,438,18,08,07,2015
18926,הצופים 8,1,4.0,5,95.86,719000,3939,438,18,04,01,2002
18927,עמיר 5,1,4.0,1,90.0,1590000,5388,22,20,08,07,2015
18928,עמיר 5,1,4.0,1,90.0,910000,5388,22,20,23,03,2009
18929,כצנלסון 25,1,4.0,1,101.34,1630000,3945,540,4,08,07,2015
18930,כצנלסון 25,1,4.0,1,101.34,1400000,3945,540,4,02,05,2013
18932,הנרקיס 4,1,4.0,8,83.2,1610000,5036,10,32,07,07,2015
18933,הנרקיס 4,1,4.0,8,83.2,1350000,5036,10,32,13,01,2013
18934,הנרקיס 4,1,4.0,8,83.2,556000,5036,10,32,04,12,2002
18935,ההתיישבות 47,1,4.0,5,104.6,1950000,6286,329,19,07,07,2015
18936,ההתיישבות 47,1,4.0,5,104.6,1440000,6286,329,19,03,03,2011
18938,קידוש השם 17,1,4.0,2,87.65,1440000,3929,657,4,05,07,2015
18939,קידוש השם 17,1,4.0,2,87.65,1150000,3929,657,4,14,10,2013
18940,קידוש השם 17,1,4.0,2,87.65,631000,3929,657,4,17,04,2000
18941,הרב גורן 15,1,4.0,4,85.33,1820000,5116,94,40,03,07,2015
18942,הרב גורן 15,1,4.0,4,85.33,1150000,5116,94,40,08,09,2008
18944,המעיין 11,1,4.0,4,89.18,1350000,3945,726,16,01,07,2015
18945,המעיין 11,1,4.0,4,89.18,979000,3945,726,16,17,11,2010
18949,הנגיד 12,1,4.0,1,81.7,1540000,5115,76,1,28,06,2015
18950,הנגיד 12,1,4.0,1,81.7,618000,5115,76,1,24,03,1998
18951,פינשטיין יונה צבי 25,1,4.0,2,75.69,1377000,6288,112,34,28,06,2015
18952,פינשטיין יונה צבי 25,1,4.0,2,75.69,625000,6288,112,34,22,03,2000
18953,הגדוד העברי 83,1,4.0,2,88.98,1360000,3929,870,6,28,06,2015
18954,הגדוד העברי 83,1,4.0,2,88.98,857000,3929,870,6,24,12,1998
18958,ירושלים 76,1,4.0,3,90.52,1400000,3930,638,5,26,06,2015
18959,ירושלים 76,1,4.0,3,90.52,600000,3930,638,5,07,01,2009
18960,חיל התותחנים 7,1,4.0,6,95.93,2100000,2704,55,348,24,06,2015
18961,חיל התותחנים 7,1,4.0,6,95.93,660000,2704,55,348,25,09,2009
18963,האבות 10,1,4.0,2,89.67,1271000,3930,97,3,23,06,2015
18964,האבות 10,1,4.0,2,89.67,1137000,3930,97,3,05,12,2012
18965,האבות 10,1,4.0,2,89.67,812000,3930,97,3,13,03,2009
18966,המפוחית 7,1,4.0,4,106.0,1690000,5182,2,39,23,06,2015
18967,המפוחית 7,1,4.0,4,106.0,907000,5182,2,39,03,07,2005
18969,אברבנאל 29,1,4.0,2,90.4,1326000,3930,668,8,23,06,2015
18970,אברבנאל 29,1,4.0,2,90.4,1150000,3930,668,8,27,06,2010
18971,הירשפלד 31,1,4.0,3,79.44,1400000,3926,1321,12,23,06,2015
18972,הירשפלד 31,1,4.0,3,79.44,1200000,3926,1321,12,15,09,2010
18975,שדה יצחק 6,1,4.0,3,83.0,1505000,3923,165,13,23,06,2015
18976,שדה יצחק 6,1,4.0,3,83.0,1340000,3923,165,13,18,12,2013
18977,ההתיישבות 6,1,4.0,5,103.0,1920000,6286,314,20,23,06,2015
18978,ההתיישבות 6,1,4.0,5,103.0,1345000,6286,314,20,11,11,2010
18980,הרב שלינקה יצחק 10,1,4.0,1,125.0,2000000,7373,75,3,23,06,2015
18981,הרב שלינקה יצחק 10,1,4.0,1,125.0,1500000,7373,75,3,21,10,2010
18982,הרב שלינקה יצחק 10,1,4.0,1,125.0,2190000,7373,75,3,19,09,2010
18983,חיל התותחנים 7,1,4.0,11,96.32,2350000,2704,55,368,23,06,2015
18984,חיל התותחנים 7,1,4.0,11,96.32,1529000,2704,55,368,07,10,2009
18988,האחים סולימן 14,1,4.0,18,116.7,2200000,3930,553,141,23,06,2015
18989,האחים סולימן 14,1,4.0,18,116.7,2225000,3930,553,141,29,04,2013
18990,המעיין 11,1,4.0,3,90.73,1535000,3945,726,11,22,06,2015
18991,המעיין 11,1,4.0,3,90.73,1265000,3945,726,11,31,10,2011
18992,המעיין 11,1,4.0,3,90.73,1120000,3945,726,11,21,07,2008
18993,המעיין 11,1,4.0,3,90.73,880000,3945,726,11,01,08,2007
18995,"ריב""ל 6",1,4.0,6,96.6,1377000,5114,37,66,22,06,2015
18996,"ריב""ל 6",1,4.0,6,96.6,1335000,5114,37,66,18,09,2011
18999,דוד הראובני 7,1,4.0,7,88.06,1590000,3931,63,55,21,06,2015
19000,דוד הראובני 7,1,4.0,7,88.06,1470000,3931,63,55,25,10,2013
19001,דוד הראובני 7,1,4.0,7,88.06,821000,3931,63,55,02,09,2003
19003,מעגל השלום 5,1,4.0,2,89.0,1750000,5096,6,7,21,06,2015
19004,מעגל השלום 5,1,4.0,2,89.0,1275000,5096,6,7,27,08,2008
19010,נורדאו 6,1,4.0,1,86.45,1000000,3935,30,1,18,06,2015
19011,נורדאו 6,1,4.0,1,86.45,1000000,3935,30,1,28,12,2014
19012,נורדאו 6,1,4.0,1,86.45,1000000,3935,30,1,21,12,2014
19013,נורדאו 6,1,4.0,1,86.45,394000,3935,30,1,08,04,2011
19014,החרצית 6,1,4.0,3,80.0,1255000,5036,27,28,18,06,2015
19015,החרצית 6,1,4.0,3,80.0,1042000,5036,27,28,16,05,2011
19020,גלוסקין 4,1,4.0,2,91.0,1280000,3935,48,5,17,06,2015
19021,גלוסקין 4,1,4.0,2,91.0,1080000,3935,48,5,25,07,2011
19024,פינס 9,1,4.0,3,77.68,1150000,3928,470,12,16,06,2015
19025,פינס 9,1,4.0,3,77.68,860000,3928,470,12,25,07,2010
19026,פינס 9,1,4.0,3,77.68,590000,3928,470,12,10,04,2008
19027,פינשטיין יונה צבי 9,1,4.0,7,83.22,1550000,6288,109,134,16,06,2015
19028,פינשטיין יונה צבי 9,1,4.0,7,83.22,785000,6288,109,134,10,12,2007
19029,יהודה הלוי 26,1,4.0,4,95.05,1460000,3932,98,16,16,06,2015
19030,יהודה הלוי 26,1,4.0,4,95.05,910000,3932,98,16,11,06,2008
19034,הגיתית 14,1,4.0,3,92.0,1670000,5183,80,41,15,06,2015
19035,הגיתית 14,1,4.0,3,92.0,1018000,5183,80,41,28,08,2007
19037,ההתיישבות 53,1,4.0,4,103.51,1820000,6286,324,13,15,06,2015
19038,ההתיישבות 53,1,4.0,4,103.51,1480000,6286,324,13,04,09,2011
19041,חיל הצנחנים 25,1,4.0,4,70.2,1350000,5037,30,57,14,06,2015
19042,חיל הצנחנים 25,1,4.0,4,70.2,1050000,5037,30,57,26,10,2011
19048,חיל החימוש 3,1,4.0,1,99.42,1425000,2717,4,8,10,06,2015
19049,חיל החימוש 3,1,4.0,1,99.42,696000,2717,4,8,24,02,2000
19050,אחד העם 25,1,4.0,2,86.27,1150000,3932,56,15,10,06,2015
19051,אחד העם 25,1,4.0,2,86.27,990000,3932,56,15,12,07,2012
19052,לנדאו חיים 5,1,4.0,4,81.2,1382000,5037,47,15,10,06,2015
19053,לנדאו חיים 5,1,4.0,4,81.2,1170000,5037,47,15,22,04,2012
19057,הרשקוביץ 1,1,4.0,1,101.94,2050000,7373,55,6,08,06,2015
19058,הרשקוביץ 1,1,4.0,1,101.94,1240000,7373,55,6,05,05,2009
19060,מעגל השלום 5,1,4.0,8,95.0,2065000,5096,6,32,07,06,2015
19061,מעגל השלום 5,1,4.0,8,95.0,1830000,5096,6,32,04,07,2013
19063,קאפח 9,1,4.0,9,98.0,1730000,5114,35,122,04,06,2015
19064,קאפח 9,1,4.0,9,98.0,936000,5114,35,122,05,09,2000
19067,יברבוים 6,1,4.0,3,76.43,1425000,3926,1185,12,03,06,2015
19068,יברבוים 6,1,4.0,3,76.43,751000,3926,1185,12,29,07,2007
19069,מעונות ברכה 1,1,4.0,6,86.96,1675000,3937,174,16,03,06,2015
19070,מעונות ברכה 1,1,4.0,6,86.96,949000,3937,174,16,06,02,2002
19073,הגלים 8,1,4.0,1,75.7,1350000,6823,183,2,02,06,2015
19074,הגלים 8,1,4.0,1,75.7,645000,6823,183,2,30,08,2001
19075,תנועות הנוער 15,1,4.0,4,95.86,1717000,3939,442,14,02,06,2015
19076,תנועות הנוער 15,1,4.0,4,95.86,1442000,3939,442,14,01,06,2011
19077,תנועות הנוער 15,1,4.0,4,95.86,790000,3939,442,14,14,05,2003
19079,גולדה מאיר 7,1,4.0,2,104.2,2000000,3946,330,5,01,06,2015
19080,גולדה מאיר 7,1,4.0,2,104.2,1248000,3946,330,5,31,05,2009
19084,רמז 4,1,4.0,3,84.62,1270000,3923,211,8,31,05,2015
19085,רמז 4,1,4.0,3,84.62,561000,3923,211,8,23,11,2003
19089,דוידזון 6,1,4.0,5,104.8,1365000,3939,311,17,28,05,2015
19090,דוידזון 6,1,4.0,5,104.8,735000,3939,311,17,15,01,2008
19091,דוידזון 6,1,4.0,5,104.8,542000,3939,311,17,04,03,2007
19092,האיריס 16,1,4.0,3,76.94,1520000,5036,103,21,28,05,2015
19093,האיריס 16,1,4.0,3,76.94,1065000,5036,103,21,21,08,2008
19094,האיריס 16,1,4.0,3,76.94,626000,5036,103,21,22,06,1999
19097,ז'בוטינסקי 70,1,4.0,4,79.0,1130000,3928,653,9,27,05,2015
19098,ז'בוטינסקי 70,1,4.0,4,79.0,614000,3928,653,9,22,04,1999
19099,הסמדר 5,1,4.0,5,98.9,1665000,5038,5,37,27,05,2015
19100,הסמדר 5,1,4.0,5,98.9,1070000,5038,5,37,03,08,2007
19101,הסמדר 5,1,4.0,5,98.9,762000,5038,5,37,02,11,2000
19102,היקב 10,1,4.0,4,81.52,1500000,5039,45,19,27,05,2015
19103,היקב 10,1,4.0,4,81.52,798000,5039,45,19,02,01,2002
19104,הזמורה 11,1,4.0,1,100.1,1680000,5039,39,62,27,05,2015
19105,הזמורה 11,1,4.0,1,100.1,990000,5039,39,62,11,06,2002
19106,רופין 12,1,4.0,2,110.1,1490000,3925,482,8,27,05,2015
19107,רופין 12,1,4.0,2,110.1,1250000,3925,482,8,14,11,2012
19108,בלקינד שמשון 19,1,4.0,4,90.31,1770000,3937,258,7,26,05,2015
19109,בלקינד שמשון 19,1,4.0,4,90.31,975000,3937,258,7,14,10,2007
19110,חיל האויר 5,1,4.0,11,91.95,2150000,2717,34,42,26,05,2015
19111,חיל האויר 5,1,4.0,11,91.95,1111000,2717,34,42,14,08,2007
19113,ז'בוטינסקי 19,1,4.0,2,74.0,1330000,3926,586,6,25,05,2015
19114,ז'בוטינסקי 19,1,4.0,2,74.0,820000,3926,586,6,10,06,2009
19115,ז'בוטינסקי 19,1,4.0,2,74.0,580000,3926,586,6,13,05,2005
19116,ירושלים 45,1,4.0,7,71.0,1200000,3930,333,28,21,05,2015
19117,ירושלים 45,1,4.0,7,71.0,565000,3930,333,28,13,04,2000
19118,קארו יוסף 3,1,4.0,1,84.73,1365000,3930,620,1,21,05,2015
19119,קארו יוסף 3,1,4.0,1,84.73,850000,3930,620,1,17,03,2008
19120,ביאליק 2,1,4.0,3,111.57,1290000,3934,69,21,21,05,2015
19121,ביאליק 2,1,4.0,3,111.57,850000,3934,69,21,05,02,2009
19124,הקוקיה 27,1,4.0,1,96.65,1680000,6287,312,3,20,05,2015
19125,הקוקיה 27,1,4.0,1,96.65,855000,6287,312,3,22,05,2003
19131,דרור 30,1,4.0,1,82.35,1100000,3929,624,6,17,05,2015
19132,דרור 30,1,4.0,1,82.35,559000,3929,624,6,19,04,1999
19135,חיל הצנחנים 4,1,4.0,1,89.6,1470000,5037,37,103,16,05,2015
19136,חיל הצנחנים 4,1,4.0,1,89.6,903000,5037,37,103,09,12,2009
19142,הירשפלד 40,1,4.0,1,84.47,1390000,3926,917,3,13,05,2015
19143,הירשפלד 40,1,4.0,1,84.47,708000,3926,917,3,15,01,2003
19144,הרב נריה 17,1,4.0,1,97.82,1725000,5116,33,5,13,05,2015
19145,הרב נריה 17,1,4.0,1,97.82,1090000,5116,33,5,06,05,2008
19146,הרב מימון 4,1,4.0,10,97.56,1770000,3929,1083,37,13,05,2015
19147,הרב מימון 4,1,4.0,10,97.56,1307000,3929,1083,37,09,09,2012
19148,הרב מימון 4,1,4.0,10,97.56,1210000,3929,1083,37,20,08,2008
19154,שרירא שמואל 14,1,4.0,1,86.69,1170000,6286,145,2,12,05,2015
19155,שרירא שמואל 14,1,4.0,1,86.69,1090000,6286,145,2,03,01,2012
19156,שרירא שמואל 14,1,4.0,1,86.69,937000,6286,145,2,16,06,2010
19161,ברניצקי נתן 33,1,4.0,3,89.85,1470000,3926,982,9,11,05,2015
19162,ברניצקי נתן 33,1,4.0,3,89.85,750000,3926,982,9,03,06,2005
19163,שמריהו לוין 36,1,4.0,3,90.46,1560000,3928,521,5,11,05,2015
19164,שמריהו לוין 36,1,4.0,3,90.46,1550000,3928,521,5,13,12,2012
19165,שמריהו לוין 36,1,4.0,3,90.46,1180000,3928,521,5,07,09,2010
19166,אברבנאל 4,1,4.0,4,106.28,1200000,3930,379,33,11,05,2015
19167,אברבנאל 4,1,4.0,4,106.28,1250000,3930,379,33,18,08,2014
19169,ויגודסקי 12,1,4.0,2,86.08,1240000,3932,245,6,10,05,2015
19170,ויגודסקי 12,1,4.0,2,86.08,1050000,3932,245,6,24,12,2010
19171,ויגודסקי 12,1,4.0,2,86.08,639000,3932,245,6,02,08,1999
19172,ארבל 7,1,4.0,4,84.5,1700000,3923,387,14,10,05,2015
19173,ארבל 7,1,4.0,4,84.5,852000,3923,387,14,31,08,1999
19177,מעונות ברכה 5,1,4.0,2,94.0,1350000,3937,172,20,05,05,2015
19178,מעונות ברכה 5,1,4.0,2,94.0,1820000,3937,172,20,27,04,2013
19187,האיריס 10,1,4.0,8,80.95,1690000,5036,114,24,30,04,2015
19188,האיריס 10,1,4.0,8,80.95,776000,5036,114,24,03,04,2005
19191,הרב נריה 12,1,4.0,4,81.7,1535000,5116,83,14,29,04,2015
19192,הרב נריה 12,1,4.0,4,81.7,788000,5116,83,14,19,04,2005
19193,התורמוס 6,1,4.0,6,98.25,1950000,5036,156,62,29,04,2015
19194,התורמוס 6,1,4.0,6,98.25,1090000,5036,156,62,31,10,2007
19198,התזמורת 8,1,4.0,5,83.1,1500000,5182,23,19,28,04,2015
19199,התזמורת 8,1,4.0,5,83.1,823000,5182,23,19,25,10,2003
19205,חיל החימוש 38,1,4.0,9,99.07,1970000,2717,22,40,27,04,2015
19206,חיל החימוש 38,1,4.0,9,99.07,820000,2717,22,40,02,01,2005
19210,הרצל 71,1,4.0,2,78.7,1200000,3933,143,7,26,04,2015
19211,הרצל 71,1,4.0,2,78.7,930000,3933,143,7,03,05,2012
19214,האורגן 9,1,4.0,4,93.0,1670000,5182,6,15,24,04,2015
19215,האורגן 9,1,4.0,4,93.0,1430000,5182,6,15,08,05,2012
19219,יהודה 9,1,4.0,1,75.08,729000,3932,110,1,23,04,2015
19220,יהודה 9,1,4.0,1,75.08,719000,3932,110,1,22,04,2009
19221,קרל נטר 36,1,4.0,2,79.38,1350000,3928,720,10,23,04,2015
19222,קרל נטר 36,1,4.0,2,79.38,1140000,3928,720,10,18,11,2012
19226,ההתיישבות 51,1,4.0,7,112.1,1980000,6286,325,27,20,04,2015
19227,ההתיישבות 51,1,4.0,7,112.1,1378000,6286,325,27,25,03,2010
19229,גנות צבי 6,1,4.0,7,127.0,1700000,7373,60,27,20,04,2015
19230,גנות צבי 6,1,4.0,7,127.0,1500000,7373,60,27,11,03,2012
19231,גנות צבי 6,1,4.0,7,127.0,2250000,7373,60,27,14,03,2011
19235,הרב מימון 1,1,4.0,5,89.47,1410000,3929,605,15,19,04,2015
19236,הרב מימון 1,1,4.0,5,89.47,1165000,3929,605,15,25,02,2010
19239,יוחנן הסנדלר 19,1,4.0,3,79.43,1295000,3929,371,6,18,04,2015
19240,יוחנן הסנדלר 19,1,4.0,3,79.43,1030000,3929,371,6,05,06,2014
19243,דן 11,1,4.0,2,67.63,1520000,5387,38,13,15,04,2015
19244,דן 11,1,4.0,2,67.63,1280000,5387,38,13,26,02,2010
19246,הרצל 38,1,4.0,1,70.96,1100000,3928,367,3,14,04,2015
19247,הרצל 38,1,4.0,1,70.96,800000,3928,367,3,26,08,2009
19248,דוידזון 6,1,4.0,8,104.8,1295000,3939,311,29,14,04,2015
19249,דוידזון 6,1,4.0,8,104.8,810000,3939,311,29,02,12,2008
19250,"ריב""ל 12",1,4.0,5,93.0,1615000,5114,36,67,14,04,2015
19251,"ריב""ל 12",1,4.0,5,93.0,864000,5114,36,67,05,05,2003
19252,בן אליעזר 30,1,4.0,1,94.47,1635000,3926,1045,1,14,04,2015
19253,בן אליעזר 30,1,4.0,1,94.47,1100000,3926,1045,1,12,08,2009
19254,מורשת ישראל 9,1,4.0,8,81.7,1615000,5114,45,30,14,04,2015
19255,מורשת ישראל 9,1,4.0,8,81.7,1400000,5114,45,30,03,06,2013
19258,התורמוס 6,6,4.0,2,92.95,1730000,5036,156,54,08,04,2015
19259,התורמוס 6,6,4.0,2,92.95,907000,5036,156,54,30,06,2008
19260,הגיתית 5,1,4.0,2,92.0,1655000,5183,81,10,07,04,2015
19261,הגיתית 5,1,4.0,2,92.0,684000,5183,81,10,12,04,1998
19263,המעיין 5,1,4.0,1,89.71,1440000,3945,727,35,06,04,2015
19264,המעיין 5,1,4.0,1,89.71,817000,3945,727,35,12,03,2002
19267,הגיתית 5,1,4.0,3,92.0,1630000,5183,81,13,02,04,2015
19268,הגיתית 5,1,4.0,3,92.0,910000,5183,81,13,03,11,2005
19269,תנועות הנוער 11,1,4.0,4,96.15,1615000,3939,444,14,02,04,2015
19270,תנועות הנוער 11,1,4.0,4,96.15,913000,3939,444,14,06,06,2007
19274,עין הקורא 4,1,4.0,2,106.24,1300000,3933,231,7,01,04,2015
19275,עין הקורא 4,1,4.0,2,106.24,796000,3933,231,7,08,02,2001
19280,התקוה 15,1,4.0,1,71.33,725000,3945,653,1,31,03,2015
19281,התקוה 15,1,4.0,1,71.33,1240000,3945,653,1,11,06,2012
19282,התקוה 15,1,4.0,1,71.33,702000,3945,653,1,18,08,2004
19283,דליה 2,1,4.0,3,89.31,1595000,5387,30,14,31,03,2015
19284,דליה 2,1,4.0,3,89.31,1000000,5387,30,14,10,12,2007
19285,דליה 2,1,4.0,3,89.31,827000,5387,30,14,28,09,2001
19286,אברבנאל 39,1,4.0,5,121.26,1470000,3930,565,13,31,03,2015
19287,אברבנאל 39,1,4.0,5,121.26,849000,3930,565,13,06,01,2008
19288,התזמורת 8,1,4.0,2,83.1,1630000,5182,23,7,31,03,2015
19289,התזמורת 8,1,4.0,2,83.1,1350000,5182,23,7,16,05,2012
19297,השירה העברית 4,1,4.0,2,81.7,1350000,5114,44,5,29,03,2015
19298,השירה העברית 4,1,4.0,2,81.7,765000,5114,44,5,17,01,2007
19299,בן גוריון 41,1,4.0,6,86.0,1380000,3945,802,56,29,03,2015
19300,בן גוריון 41,1,4.0,6,86.0,804000,3945,802,56,17,05,2004
19301,בן אליעזר 8,1,4.0,2,89.0,1550000,3926,1202,3,29,03,2015
19302,בן אליעזר 8,1,4.0,2,89.0,1110000,3926,1202,3,13,07,2011
19303,הנחשול 75,1,4.0,6,88.53,1680000,6823,177,21,27,03,2015
19304,הנחשול 75,1,4.0,6,88.53,835000,6823,177,21,28,09,2005
19305,שיבת ציון 20,1,4.0,4,90.66,1240000,3937,44,15,26,03,2015
19306,שיבת ציון 20,1,4.0,4,90.66,602000,3937,44,15,20,12,2000
19307,הרב גורן 15,1,4.0,5,104.4,1845000,5116,94,42,26,03,2015
19308,הרב גורן 15,1,4.0,5,104.4,1250000,5116,94,42,13,06,2008
19314,החליל 32,1,4.0,1,67.5,1540000,5183,26,7,24,03,2015
19315,החליל 32,1,4.0,1,67.5,653000,5183,26,7,21,08,2006
19317,פינשטיין יונה צבי 11,1,4.0,9,83.22,1400000,6288,109,34,23,03,2015
19318,פינשטיין יונה צבי 11,1,4.0,9,83.22,716000,6288,109,34,18,10,2004
19324,"הרשב""א 20",1,4.0,8,81.7,1560000,5115,26,93,22,03,2015
19325,"הרשב""א 20",1,4.0,8,81.7,1080000,5115,26,93,04,03,2009
19326,"הרשב""א 20",1,4.0,8,81.7,723000,5115,26,93,19,03,2007
19327,שיבת ציון 18,1,4.0,2,87.52,1430000,3937,131,3,22,03,2015
19328,שיבת ציון 18,1,4.0,2,87.52,1250000,3937,131,3,24,01,2013
19329,שיבת ציון 18,1,4.0,2,87.52,725000,3937,131,3,12,03,2006
19331,התזמורת 26,1,4.0,4,85.0,1713000,5182,19,39,20,03,2015
19332,התזמורת 26,1,4.0,4,85.0,917000,5182,19,39,14,12,2000
19334,האחים אוסטשינסקי 25,1,4.0,4,107.6,1500000,3925,478,15,19,03,2015
19335,האחים אוסטשינסקי 25,1,4.0,4,107.6,755000,3925,478,15,29,05,2007
19336,האחים אוסטשינסקי 25,1,4.0,4,107.6,792000,3925,478,15,05,03,2004
19337,האחים אוסטשינסקי 25,1,4.0,4,107.6,719000,3925,478,15,23,05,1999
19339,הכינור 4,1,4.0,1,97.95,1576000,5183,7,49,18,03,2015
19340,הכינור 4,1,4.0,1,97.95,1400000,5183,7,49,05,12,2011
19341,הכינור 4,1,4.0,1,97.95,1150000,5183,7,49,11,08,2008
19343,אברבנאל 17,1,4.0,3,86.82,1335000,3930,649,13,16,03,2015
19344,אברבנאל 17,1,4.0,3,86.82,602000,3930,649,13,06,07,2003
19345,"רש""י 13",1,4.0,2,78.54,1260000,3930,148,4,16,03,2015
19346,"רש""י 13",1,4.0,2,78.54,670000,3930,148,4,20,11,2007
19347,"שז""ר זלמן 35",1,4.0,1,93.0,1320000,5037,29,129,16,03,2015
19348,"שז""ר זלמן 35",1,4.0,1,93.0,730000,5037,29,129,15,01,2002
19351,תל חי 26,1,4.0,3,78.0,1370000,3928,431,13,15,03,2015
19352,תל חי 26,1,4.0,3,78.0,732000,3928,431,13,16,12,1998
19353,גינוסר 31,1,4.0,3,90.54,1475000,5387,4,15,15,03,2015
19354,גינוסר 31,1,4.0,3,90.54,1380000,5387,4,15,11,05,2010
19355,גינוסר 31,1,4.0,3,90.54,784000,5387,4,15,12,12,2004
19357,בן אליעזר 7,1,4.0,1,80.0,1445000,3926,1214,1,13,03,2015
19358,בן אליעזר 7,1,4.0,1,80.0,1090000,3926,1214,1,28,02,2012
19359,חיל החימוש 4,1,4.0,2,93.77,1560000,2717,33,10,12,03,2015
19360,חיל החימוש 4,1,4.0,2,93.77,1225000,2717,33,10,17,10,2010
19365,יהודה הלוי 20,1,4.0,2,100.41,1310000,3932,164,4,10,03,2015
19366,יהודה הלוי 20,1,4.0,2,100.41,616000,3932,164,4,06,02,2004
19370,הקישון 6,1,4.0,5,86.43,1400000,3926,1100,120,09,03,2015
19371,הקישון 6,1,4.0,5,86.43,705000,3926,1100,120,24,12,2007
19380,הכורמים 19,1,4.0,1,84.0,1620000,5039,24,47,03,03,2015
19381,הכורמים 19,1,4.0,1,84.0,824000,5039,24,47,27,08,2007
19382,מעגל השלום 11,1,4.0,7,95.0,1865000,5096,5,28,03,03,2015
19383,מעגל השלום 11,1,4.0,7,95.0,888000,5096,5,28,15,04,1999
19391,"תרמ""ב 13",1,4.0,19,99.3,1700000,3928,884,110,01,03,2015
19392,"תרמ""ב 13",1,4.0,19,99.3,1084000,3928,884,110,30,06,2009
19393,הנחשול 36,1,4.0,3,92.0,1920000,5748,2,7,01,03,2015
19394,הנחשול 36,1,4.0,3,92.0,1400000,5748,2,7,18,12,2008
19401,הכינור 7,1,4.0,1,90.75,1530000,5183,9,25,26,02,2015
19402,הכינור 7,1,4.0,1,90.75,1622000,5183,9,25,23,10,2005
19405,עין הקורא 32,1,4.0,1,79.87,1420000,3928,300,3,25,02,2015
